domainID,siteID,plotID,trapID,collectDate,processingDate,identifiedDate,sampleID,individualID,specimenSource,taxonID,scientificName,taxonRank,identificationQualifier,scientificNameAuthorship,morphospeciesID,identificationReferences,identifiedBy,recordedBy,remarks,duplicateIndividualIDQF,individualCount,sampleType
D01,BART,BART_025,N,9/4/2014,9/5/2014,10/14/2014,BART_025.N.20140904.OC.01,NEON.BET.D01.001585,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_025,N,9/4/2014,9/5/2014,10/9/2014,BART_025.N.20140904.OC.01,NEON.BET.D01.001301,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_025,E,9/4/2014,9/5/2014,10/9/2014,BART_025.E.20140904.OC.01,NEON.BET.D01.001464,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_025,W,9/4/2014,9/5/2014,10/9/2014,BART_025.W.20140904.OC.01,NEON.BET.D01.001321,vial of pooled individuals,CYMCRI,Cymindis cribricollis,species,,Dejean,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_025,N,9/4/2014,9/5/2014,10/7/2014,BART_025.N.20140904.OC.01,NEON.BET.D01.000984,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_025,N,9/4/2014,9/5/2014,10/3/2014,BART_025.N.20140904.OC.01,NEON.BET.D01.000926,vial of pooled individuals,PTEROS,Pterostichus rostratus,species,,Newman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_025,N,9/4/2014,9/5/2014,10/9/2014,BART_025.N.20140904.OC.01,NEON.BET.D01.001399,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_025,N,9/4/2014,9/5/2014,10/9/2014,BART_025.N.20140904.OC.01,NEON.BET.D01.001384,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_018,S,9/4/2014,9/5/2014,10/8/2014,BART_018.S.20140904.OC.01,NEON.BET.D01.001082,vial of pooled individuals,PTEPEN,Pterostichus pensylvanicus,species,,LeConte,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_018,W,9/4/2014,9/5/2014,10/14/2014,BART_018.W.20140904.OC.01,NEON.BET.D01.001531,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_018,W,9/4/2014,9/5/2014,10/7/2014,BART_018.W.20140904.OC.01,NEON.BET.D01.000971,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_018,W,9/4/2014,9/5/2014,10/7/2014,BART_018.W.20140904.OC.01,NEON.BET.D01.000798,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_018,S,9/4/2014,9/5/2014,9/30/2014,BART_018.S.20140904.OC.01,NEON.BET.D01.000533,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_018,E,9/4/2014,9/5/2014,9/30/2014,BART_018.E.20140904.OC.01,NEON.BET.D01.000536,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_018,E,9/4/2014,9/5/2014,9/30/2014,BART_018.E.20140904.OC.01,NEON.BET.D01.000537,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_018,E,9/4/2014,9/5/2014,9/30/2014,BART_018.E.20140904.OC.01,NEON.BET.D01.000535,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_018,E,9/4/2014,9/5/2014,9/30/2014,BART_018.E.20140904.OC.01,NEON.BET.D01.000538,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_002,S,9/4/2014,9/5/2014,10/9/2014,BART_002.S.20140904.OC.01,NEON.BET.D01.001370,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,N,9/4/2014,9/5/2014,10/14/2014,BART_002.N.20140904.OC.01,NEON.BET.D01.001494,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,S,9/4/2014,9/5/2014,9/30/2014,BART_002.S.20140904.OC.01,NEON.BET.D01.000540,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_002,S,9/4/2014,9/5/2014,10/14/2014,BART_002.S.20140904.OC.01,NEON.BET.D01.001529,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,N,9/4/2014,9/5/2014,9/30/2014,BART_002.N.20140904.OC.01,NEON.BET.D01.000610,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_002,N,9/4/2014,9/5/2014,10/1/2014,BART_002.N.20140904.OC.01,NEON.BET.D01.000612,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_002,N,9/4/2014,9/5/2014,9/30/2014,BART_002.N.20140904.OC.01,NEON.BET.D01.000611,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_002,E,9/4/2014,9/5/2014,10/7/2014,BART_002.E.20140904.OC.01,NEON.BET.D01.000948,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_002,E,9/4/2014,9/5/2014,10/9/2014,BART_002.E.20140904.OC.01,NEON.BET.D01.001155,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,E,9/4/2014,9/5/2014,10/14/2014,BART_002.E.20140904.OC.01,NEON.BET.D01.001435,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,S,9/4/2014,9/5/2014,10/7/2014,BART_002.S.20140904.OC.01,NEON.BET.D01.000870,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_002,W,9/4/2014,9/5/2014,10/9/2014,BART_002.W.20140904.OC.01,NEON.BET.D01.001431,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,S,9/4/2014,9/5/2014,10/9/2014,BART_002.S.20140904.OC.01,NEON.BET.D01.001421,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,S,9/18/2014,9/19/2014,10/14/2014,BART_002.S.20140918.OC.01,NEON.BET.D01.001520,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,E,9/18/2014,9/19/2014,9/30/2014,BART_002.E.20140918.OC.01,NEON.BET.D01.000546,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_002,N,9/18/2014,9/19/2014,10/3/2014,BART_002.N.20140918.OC.01,NEON.BET.D01.000930,vial of pooled individuals,PTEROS,Pterostichus rostratus,species,,Newman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_002,N,9/18/2014,9/19/2014,10/14/2014,BART_002.N.20140918.OC.01,NEON.BET.D01.001499,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,E,9/18/2014,9/19/2014,10/14/2014,BART_002.E.20140918.OC.01,NEON.BET.D01.001282,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,N,9/18/2014,9/19/2014,10/14/2014,BART_002.N.20140918.OC.01,NEON.BET.D01.001544,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,W,9/18/2014,9/19/2014,10/14/2014,BART_002.W.20140918.OC.01,NEON.BET.D01.001582,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,N,9/18/2014,9/19/2014,10/14/2014,BART_002.N.20140918.OC.01,NEON.BET.D01.001496,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_002,S,9/18/2014,9/19/2014,10/8/2014,BART_002.S.20140918.OC.01,NEON.BET.D01.000997,vial of pooled individuals,PTEPEN,Pterostichus pensylvanicus,species,,LeConte,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_002,E,9/18/2014,9/19/2014,9/30/2014,BART_002.E.20140918.OC.01,NEON.BET.D01.000528,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_002,N,9/18/2014,9/19/2014,9/30/2014,BART_002.N.20140918.OC.01,NEON.BET.D01.000545,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_025,N,9/18/2014,9/19/2014,10/14/2014,BART_025.N.20140918.OC.01,NEON.BET.D01.001448,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_025,W,9/18/2014,9/19/2014,10/3/2014,BART_025.W.20140918.OC.01,NEON.BET.D01.000845,vial of pooled individuals,PTEROS,Pterostichus rostratus,species,,Newman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_025,N,9/18/2014,9/19/2014,10/3/2014,BART_025.N.20140918.OC.01,NEON.BET.D01.000969,vial of pooled individuals,PTEROS,Pterostichus rostratus,species,,Newman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_025,W,9/18/2014,9/19/2014,10/9/2014,BART_025.W.20140918.OC.01,NEON.BET.D01.001311,vial of pooled individuals,CYMNEG,Cymindis neglecta,species,,Haldeman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,other carabid
D01,BART,BART_028,S,9/18/2014,9/19/2014,10/8/2014,BART_028.S.20140918.OC.01,NEON.BET.D01.000994,vial of pooled individuals,PTEPEN,Pterostichus pensylvanicus,species,,LeConte,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_028,S,9/18/2014,9/19/2014,9/30/2014,BART_028.S.20140918.OC.01,NEON.BET.D01.000541,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_028,S,9/18/2014,9/19/2014,10/7/2014,BART_028.S.20140918.OC.01,NEON.BET.D01.000944,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_028,W,9/18/2014,9/19/2014,10/7/2014,BART_028.W.20140918.OC.01,NEON.BET.D01.000723,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_028,S,9/18/2014,9/19/2014,10/7/2014,BART_028.S.20140918.OC.01,NEON.BET.D01.000761,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_066,E,9/18/2014,9/19/2014,9/30/2014,BART_066.E.20140918.OC.01,NEON.BET.D01.000539,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_066,S,9/18/2014,9/19/2014,9/30/2014,BART_066.S.20140918.OC.01,NEON.BET.D01.000559,vial of pooled individuals,SPHSTE3,Sphaeroderus stenostomus,species,,Weber,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_066,W,9/18/2014,9/19/2014,10/8/2014,BART_066.W.20140918.OC.01,NEON.BET.D01.001045,vial of pooled individuals,PTEPEN,Pterostichus pensylvanicus,species,,LeConte,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_066,S,9/18/2014,9/19/2014,10/8/2014,BART_066.S.20140918.OC.01,NEON.BET.D01.001065,vial of pooled individuals,PTEPEN,Pterostichus pensylvanicus,species,,LeConte,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_068,W,9/18/2014,9/19/2014,10/3/2014,BART_068.W.20140918.OC.01,NEON.BET.D01.000853,vial of pooled individuals,PTEROS,Pterostichus rostratus,species,,Newman,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
D01,BART,BART_031,E,9/18/2014,9/19/2014,10/7/2014,BART_031.E.20140918.OC.01,NEON.BET.D01.000891,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,Lindroth C.H. 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,,0,1,other carabid
